Year,Month,Day,Failures,Downtime (min),Operating (min),MTBF (min),MTTR (min),Availability (%)
2013,September,20,2,47.7,400.0,200.0,23.9,88.08
2013,September,21,1,25.8,400.0,400.0,25.8,93.55
2013,September,22,0,0.0,400.0,,,100.0
2013,September,23,1,23.0,400.0,400.0,23.0,94.25
2013,September,24,1,23.6,400.0,400.0,23.6,94.1
2013,September,25,2,48.2,400.0,200.0,24.1,87.95
2013,September,26,0,0.0,400.0,,,100.0
2013,September,27,0,0.0,400.0,,,100.0
2013,September,28,0,0.0,400.0,,,100.0
2013,September,29,6,144.5,400.0,66.7,24.1,63.88
2013,September,30,0,0.7,400.0,,,99.83
2013,October,1,0,0.0,402.6,,,100.0
2013,October,2,0,0.0,402.6,,,100.0
2013,October,3,0,1.4,402.6,,,99.65
2013,October,4,1,29.8,402.6,402.6,29.8,92.6
2013,October,5,1,30.0,402.6,402.6,30.0,92.55
2013,October,6,0,0.0,402.6,,,100.0
2013,October,7,2,62.0,402.6,201.3,31.0,84.6
2013,October,8,1,29.4,402.6,402.6,29.4,92.7
2013,October,9,1,31.2,402.6,402.6,31.2,92.25
2013,October,10,0,0.0,402.6,,,100.0
2013,October,11,0,0.3,402.6,,,99.93
2013,October,12,1,31.6,402.6,402.6,31.6,92.15
2013,October,13,1,29.4,402.6,402.6,29.4,92.7
2013,October,14,0,1.1,402.6,,,99.73
2013,October,15,0,1.7,402.6,,,99.58
2013,October,16,1,32.2,402.6,402.6,32.2,92.0
2013,October,17,1,29.3,402.6,402.6,29.3,92.72
2013,October,18,5,153.7,402.6,80.5,30.7,61.82
2013,October,19,0,0.3,402.6,,,99.93
2013,October,20,0,0.0,402.6,,,100.0
2013,October,21,1,31.2,402.6,402.6,31.2,92.25
2013,October,22,2,58.7,402.6,201.3,29.4,85.42
2013,October,23,3,91.3,402.6,134.2,30.4,77.32
2013,October,24,0,0.5,402.6,,,99.88
2013,October,25,4,121.4,402.6,100.7,30.4,69.85
2013,October,26,1,31.1,402.6,402.6,31.1,92.28
2013,October,27,2,60.8,402.6,201.3,30.4,84.9
2013,October,28,1,29.1,402.6,402.6,29.1,92.77
2013,October,29,1,27.3,402.6,402.6,27.3,93.22
2013,October,30,2,60.4,402.6,201.3,30.2,85.0
2013,October,31,0,0.8,402.6,,,99.8
2013,November,1,0,0.0,400.0,,,100.0
2013,November,2,3,138.9,400.0,133.3,46.3,65.28
2013,November,3,0,0.0,400.0,,,100.0
2013,November,4,0,0.0,400.0,,,100.0
2013,November,5,0,0.0,400.0,,,100.0
2013,November,6,1,45.3,400.0,400.0,45.3,88.67
2013,November,7,0,0.0,400.0,,,100.0
2013,November,8,1,47.8,400.0,400.0,47.8,88.05
2013,November,9,0,0.0,400.0,,,100.0
2013,November,10,2,90.4,400.0,200.0,45.2,77.4
2013,November,11,0,0.0,400.0,,,100.0
2013,November,12,1,43.9,400.0,400.0,43.9,89.03
2013,November,13,2,92.3,400.0,200.0,46.1,76.92
2013,November,14,0,0.0,400.0,,,100.0
2013,November,15,0,1.7,400.0,,,99.58
2013,November,16,0,0.0,400.0,,,100.0
2013,November,17,0,0.0,400.0,,,100.0
2013,November,18,2,92.2,400.0,200.0,46.1,76.95
2013,November,19,0,0.4,400.0,,,99.9
2013,November,20,0,0.0,400.0,,,100.0
2013,November,21,0,1.3,400.0,,,99.67
2013,November,22,0,0.0,400.0,,,100.0
2013,November,23,1,44.6,400.0,400.0,44.6,88.85
2013,November,24,0,0.0,400.0,,,100.0
2013,November,25,1,45.6,400.0,400.0,45.6,88.6
2013,November,26,1,45.8,400.0,400.0,45.8,88.55
2013,November,27,1,46.8,400.0,400.0,46.8,88.3
2013,November,28,1,45.7,400.0,400.0,45.7,88.58
2013,November,29,2,93.3,400.0,200.0,46.6,76.67
2013,November,30,0,0.0,400.0,,,100.0
2013,December,1,3,65.6,402.6,134.2,21.9,83.71
2013,December,2,1,23.9,402.6,402.6,23.9,94.06
2013,December,3,2,43.7,402.6,201.3,21.9,89.15
2013,December,4,1,23.7,402.6,402.6,23.7,94.11
2013,December,5,0,0.0,402.6,,,100.0
2013,December,6,0,0.8,402.6,,,99.8
2013,December,7,1,21.6,402.6,402.6,21.6,94.63
2013,December,8,0,2.1,402.6,,,99.48
2013,December,9,1,22.5,402.6,402.6,22.5,94.41
2013,December,10,2,43.4,402.6,201.3,21.7,89.22
2013,December,11,0,2.3,402.6,,,99.43
2013,December,12,5,110.8,402.6,80.5,22.2,72.48
2013,December,13,1,20.6,402.6,402.6,20.6,94.88
2013,December,14,0,1.1,402.6,,,99.73
2013,December,15,3,65.9,402.6,134.2,22.0,83.63
2013,December,16,3,68.1,402.6,134.2,22.7,83.08
2013,December,17,1,21.6,402.6,402.6,21.6,94.63
2013,December,18,2,45.9,402.6,201.3,22.9,88.6
2013,December,19,2,45.2,402.6,201.3,22.6,88.77
2013,December,20,1,21.0,402.6,402.6,21.0,94.78
2013,December,21,2,47.5,402.6,201.3,23.8,88.2
2013,December,22,0,0.5,402.6,,,99.88
2013,December,23,0,0.0,402.6,,,100.0
2013,December,24,3,67.3,402.6,134.2,22.4,83.28
2013,December,25,0,0.0,402.6,,,100.0
2013,December,26,1,20.9,402.6,402.6,20.9,94.81
2013,December,27,2,43.8,402.6,201.3,21.9,89.12
2013,December,28,0,0.0,402.6,,,100.0
2013,December,29,3,66.4,402.6,134.2,22.1,83.51
2013,December,30,2,44.7,402.6,201.3,22.4,88.9
2013,December,31,2,46.3,402.6,201.3,23.1,88.5
2014,January,1,2,45.7,603.9,301.9,22.9,92.43
2014,January,2,1,24.5,603.9,603.9,24.5,95.94
2014,January,3,1,22.6,603.9,603.9,22.6,96.26
2014,January,4,0,0.0,603.9,,,100.0
2014,January,5,2,46.7,603.9,301.9,23.4,92.27
2014,January,6,4,93.0,603.9,151.0,23.2,84.6
2014,January,7,1,23.7,603.9,603.9,23.7,96.08
2014,January,8,0,0.0,603.9,,,100.0
2014,January,9,1,22.0,603.9,603.9,22.0,96.36
2014,January,10,0,2.7,603.9,,,99.55
2014,January,11,0,0.0,603.9,,,100.0
2014,January,12,1,23.5,603.9,603.9,23.5,96.11
2014,January,13,0,0.5,603.9,,,99.92
2014,January,14,5,114.3,603.9,120.8,22.9,81.07
2014,January,15,0,0.5,603.9,,,99.92
2014,January,16,1,22.3,603.9,603.9,22.3,96.31
2014,January,17,1,20.7,603.9,603.9,20.7,96.57
2014,January,18,2,46.3,603.9,301.9,23.1,92.33
2014,January,19,1,23.4,603.9,603.9,23.4,96.13
2014,January,20,0,2.4,603.9,,,99.6
2014,January,21,1,22.4,603.9,603.9,22.4,96.29
2014,January,22,0,0.0,603.9,,,100.0
2014,January,23,1,23.9,603.9,603.9,23.9,96.04
2014,January,24,3,68.8,603.9,201.3,22.9,88.61
2014,January,25,2,46.6,603.9,301.9,23.3,92.28
2014,January,26,0,0.3,603.9,,,99.95
2014,January,27,0,1.8,603.9,,,99.7
2014,January,28,0,0.1,603.9,,,99.98
2014,January,29,0,1.0,603.9,,,99.83
2014,January,30,2,46.5,603.9,301.9,23.2,92.3
2014,January,31,1,21.6,603.9,603.9,21.6,96.42
2014,February,1,0,0.0,617.1,,,100.0
2014,February,2,1,25.3,617.1,617.1,25.3,95.9
2014,February,3,1,24.3,617.1,617.1,24.3,96.06
2014,February,4,0,2.4,617.1,,,99.61
2014,February,5,1,27.9,617.1,617.1,27.9,95.48
2014,February,6,2,47.5,617.1,308.6,23.8,92.3
2014,February,7,0,0.0,617.1,,,100.0
2014,February,8,1,22.3,617.1,617.1,22.3,96.39
2014,February,9,2,51.3,617.1,308.6,25.6,91.69
2014,February,10,0,0.4,617.1,,,99.94
2014,February,11,0,0.0,617.1,,,100.0
2014,February,12,0,1.3,617.1,,,99.79
2014,February,13,2,49.9,617.1,308.6,24.9,91.91
2014,February,14,1,27.9,617.1,617.1,27.9,95.48
2014,February,15,0,0.0,617.1,,,100.0
2014,February,16,3,74.4,617.1,205.7,24.8,87.94
2014,February,17,0,0.0,617.1,,,100.0
2014,February,18,1,24.3,617.1,617.1,24.3,96.06
2014,February,19,2,49.5,617.1,308.6,24.8,91.98
2014,February,20,1,25.0,617.1,617.1,25.0,95.95
2014,February,21,0,0.0,617.1,,,100.0
2014,February,22,3,74.5,617.1,205.7,24.8,87.93
2014,February,23,2,47.5,617.1,308.6,23.8,92.3
2014,February,24,2,51.2,617.1,308.6,25.6,91.7
2014,February,25,1,24.7,617.1,617.1,24.7,96.0
2014,February,26,0,1.0,617.1,,,99.84
2014,February,27,0,0.0,617.1,,,100.0
2014,February,28,1,25.3,617.1,617.1,25.3,95.9
2014,March,1,1,26.9,603.9,603.9,26.9,95.55
2014,March,2,0,0.6,603.9,,,99.9
2014,March,3,1,26.7,603.9,603.9,26.7,95.58
2014,March,4,1,26.5,603.9,603.9,26.5,95.61
2014,March,5,1,29.3,603.9,603.9,29.3,95.15
2014,March,6,0,0.0,603.9,,,100.0
2014,March,7,2,53.8,603.9,301.9,26.9,91.09
2014,March,8,2,53.7,603.9,301.9,26.9,91.11
2014,March,9,1,27.4,603.9,603.9,27.4,95.46
2014,March,10,0,4.8,603.9,,,99.21
2014,March,11,0,0.0,603.9,,,100.0
2014,March,12,2,54.1,603.9,301.9,27.1,91.04
2014,March,13,1,26.8,603.9,603.9,26.8,95.56
2014,March,14,0,2.4,603.9,,,99.6
2014,March,15,1,25.8,603.9,603.9,25.8,95.73
2014,March,16,2,54.5,603.9,301.9,27.2,90.98
2014,March,17,0,0.0,603.9,,,100.0
2014,March,18,3,81.1,603.9,201.3,27.0,86.57
2014,March,19,2,54.5,603.9,301.9,27.2,90.98
2014,March,20,0,0.0,603.9,,,100.0
2014,March,21,1,27.7,603.9,603.9,27.7,95.41
2014,March,22,1,26.0,603.9,603.9,26.0,95.69
2014,March,23,1,28.4,603.9,603.9,28.4,95.3
2014,March,24,1,26.8,603.9,603.9,26.8,95.56
2014,March,25,1,28.4,603.9,603.9,28.4,95.3
2014,March,26,1,26.6,603.9,603.9,26.6,95.6
2014,March,27,2,53.1,603.9,301.9,26.6,91.21
2014,March,28,2,52.8,603.9,301.9,26.4,91.26
2014,March,29,1,27.9,603.9,603.9,27.9,95.38
2014,March,30,1,27.6,603.9,603.9,27.6,95.43
2014,March,31,0,2.0,603.9,,,99.67
2014,April,1,2,56.5,600.0,300.0,28.2,90.58
2014,April,2,0,0.0,600.0,,,100.0
2014,April,3,2,57.9,600.0,300.0,28.9,90.35
2014,April,4,1,27.7,600.0,600.0,27.7,95.38
2014,April,5,0,0.9,600.0,,,99.85
2014,April,6,2,61.3,600.0,300.0,30.6,89.78
2014,April,7,1,30.7,600.0,600.0,30.7,94.88
2014,April,8,2,58.9,600.0,300.0,29.4,90.18
2014,April,9,2,57.0,600.0,300.0,28.5,90.5
2014,April,10,0,2.3,600.0,,,99.62
2014,April,11,3,90.8,600.0,200.0,30.3,84.87
2014,April,12,2,59.7,600.0,300.0,29.9,90.05
2014,April,13,1,28.6,600.0,600.0,28.6,95.23
2014,April,14,0,2.6,600.0,,,99.57
2014,April,15,2,60.0,600.0,300.0,30.0,90.0
2014,April,16,0,0.0,600.0,,,100.0
2014,April,17,1,28.3,600.0,600.0,28.3,95.28
2014,April,18,0,0.5,600.0,,,99.92
2014,April,19,1,31.4,600.0,600.0,31.4,94.77
2014,April,20,2,61.1,600.0,300.0,30.6,89.82
2014,April,21,0,1.0,600.0,,,99.83
2014,April,22,0,1.0,600.0,,,99.83
2014,April,23,1,30.0,600.0,600.0,30.0,95.0
2014,April,24,1,27.5,600.0,600.0,27.5,95.42
2014,April,25,1,30.3,600.0,600.0,30.3,94.95
2014,April,26,1,30.7,600.0,600.0,30.7,94.88
2014,April,27,1,32.6,600.0,600.0,32.6,94.57
2014,April,28,1,30.9,600.0,600.0,30.9,94.85
2014,April,29,2,59.3,600.0,300.0,29.6,90.12
2014,April,30,1,27.5,600.0,600.0,27.5,95.42
2014,May,1,0,0.3,627.1,,,99.95
2014,May,2,0,0.0,627.1,,,100.0
2014,May,3,1,28.1,627.1,627.1,28.1,95.52
2014,May,4,0,0.0,627.1,,,100.0
2014,May,5,1,24.9,627.1,627.1,24.9,96.03
2014,May,6,1,27.1,627.1,627.1,27.1,95.68
2014,May,7,0,0.0,627.1,,,100.0
2014,May,8,1,25.3,627.1,627.1,25.3,95.97
2014,May,9,0,0.0,627.1,,,100.0
2014,May,10,1,23.3,627.1,627.1,23.3,96.28
2014,May,11,3,78.9,627.1,209.0,26.3,87.42
2014,May,12,0,1.1,627.1,,,99.82
2014,May,13,1,25.7,627.1,627.1,25.7,95.9
2014,May,14,3,77.5,627.1,209.0,25.8,87.64
2014,May,15,0,1.9,627.1,,,99.7
2014,May,16,2,52.0,627.1,313.6,26.0,91.71
2014,May,17,0,0.2,627.1,,,99.97
2014,May,18,1,27.0,627.1,627.1,27.0,95.69
2014,May,19,2,52.8,627.1,313.6,26.4,91.58
2014,May,20,0,1.4,627.1,,,99.78
2014,May,21,1,27.3,627.1,627.1,27.3,95.65
2014,May,22,2,52.6,627.1,313.6,26.3,91.61
2014,May,23,3,76.0,627.1,209.0,25.3,87.88
2014,May,24,0,1.1,627.1,,,99.82
2014,May,25,0,0.5,627.1,,,99.92
2014,May,26,0,0.5,627.1,,,99.92
2014,May,27,1,28.3,627.1,627.1,28.3,95.49
2014,May,28,1,26.8,627.1,627.1,26.8,95.73
2014,May,29,3,78.5,627.1,209.0,26.2,87.48
2014,May,30,0,0.6,627.1,,,99.9
2014,May,31,1,28.3,627.1,627.1,28.3,95.49
2014,June,1,0,0.0,624.0,,,100.0
2014,June,2,0,0.0,624.0,,,100.0
2014,June,3,0,0.0,624.0,,,100.0
2014,June,4,1,16.1,624.0,624.0,16.1,97.42
2014,June,5,0,0.0,624.0,,,100.0
2014,June,6,2,31.7,624.0,312.0,15.8,94.92
2014,June,7,1,16.7,624.0,624.0,16.7,97.32
2014,June,8,0,0.0,624.0,,,100.0
2014,June,9,4,64.9,624.0,156.0,16.2,89.6
2014,June,10,3,51.7,624.0,208.0,17.2,91.71
2014,June,11,2,35.7,624.0,312.0,17.9,94.28
2014,June,12,1,17.7,624.0,624.0,17.7,97.16
2014,June,13,4,69.2,624.0,156.0,17.3,88.91
2014,June,14,2,34.5,624.0,312.0,17.2,94.47
2014,June,15,1,17.9,624.0,624.0,17.9,97.13
2014,June,16,1,16.1,624.0,624.0,16.1,97.42
2014,June,17,2,33.6,624.0,312.0,16.8,94.62
2014,June,18,1,17.4,624.0,624.0,17.4,97.21
2014,June,19,1,15.7,624.0,624.0,15.7,97.48
2014,June,20,1,15.0,624.0,624.0,15.0,97.6
2014,June,21,3,49.5,624.0,208.0,16.5,92.07
2014,June,22,0,0.0,624.0,,,100.0
2014,June,23,1,18.3,624.0,624.0,18.3,97.07
2014,June,24,0,0.0,624.0,,,100.0
2014,June,25,3,51.2,624.0,208.0,17.1,91.79
2014,June,26,1,16.5,624.0,624.0,16.5,97.36
2014,June,27,2,37.1,624.0,312.0,18.6,94.05
2014,June,28,0,0.6,624.0,,,99.9
2014,June,29,3,50.9,624.0,208.0,17.0,91.84
2014,June,30,0,0.0,624.0,,,100.0
2014,July,1,1,25.6,627.1,627.1,25.6,95.92
2014,July,2,1,26.0,627.1,627.1,26.0,95.85
2014,July,3,0,3.7,627.1,,,99.41
2014,July,4,2,55.2,627.1,313.6,27.6,91.2
2014,July,5,0,3.0,627.1,,,99.52
2014,July,6,1,26.0,627.1,627.1,26.0,95.85
2014,July,7,0,0.0,627.1,,,100.0
2014,July,8,1,26.8,627.1,627.1,26.8,95.73
2014,July,9,1,25.2,627.1,627.1,25.2,95.98
2014,July,10,1,26.3,627.1,627.1,26.3,95.81
2014,July,11,1,25.1,627.1,627.1,25.1,96.0
2014,July,12,3,81.8,627.1,209.0,27.3,86.96
2014,July,13,1,27.2,627.1,627.1,27.2,95.66
2014,July,14,2,54.5,627.1,313.6,27.2,91.31
2014,July,15,0,0.0,627.1,,,100.0
2014,July,16,0,0.0,627.1,,,100.0
2014,July,17,0,0.0,627.1,,,100.0
2014,July,18,2,53.9,627.1,313.6,26.9,91.4
2014,July,19,1,26.2,627.1,627.1,26.2,95.82
2014,July,20,0,0.7,627.1,,,99.89
2014,July,21,1,28.4,627.1,627.1,28.4,95.47
2014,July,22,1,25.3,627.1,627.1,25.3,95.97
2014,July,23,2,52.2,627.1,313.6,26.1,91.68
2014,July,24,0,0.4,627.1,,,99.94
2014,July,25,1,26.3,627.1,627.1,26.3,95.81
2014,July,26,2,50.5,627.1,313.6,25.2,91.95
2014,July,27,0,1.8,627.1,,,99.71
2014,July,28,0,0.0,627.1,,,100.0
2014,July,29,0,0.0,627.1,,,100.0
2014,July,30,3,81.0,627.1,209.0,27.0,87.08
2014,July,31,6,158.7,627.1,104.5,26.4,74.69
2014,August,1,1,34.4,580.6,580.6,34.4,94.08
2014,August,2,0,0.0,580.6,,,100.0
2014,August,3,2,72.8,580.6,290.3,36.4,87.46
2014,August,4,1,35.9,580.6,580.6,35.9,93.82
2014,August,5,2,71.4,580.6,290.3,35.7,87.7
2014,August,6,1,36.2,580.6,580.6,36.2,93.77
2014,August,7,0,1.4,580.6,,,99.76
2014,August,8,1,38.5,580.6,580.6,38.5,93.37
2014,August,9,2,67.2,580.6,290.3,33.6,88.43
2014,August,10,0,0.8,580.6,,,99.86
2014,August,11,0,0.8,580.6,,,99.86
2014,August,12,0,1.1,580.6,,,99.81
2014,August,13,1,34.7,580.6,580.6,34.7,94.02
2014,August,14,0,0.9,580.6,,,99.84
2014,August,15,0,1.1,580.6,,,99.81
2014,August,16,1,35.5,580.6,580.6,35.5,93.89
2014,August,17,0,1.4,580.6,,,99.76
2014,August,18,0,0.0,580.6,,,100.0
2014,August,19,0,0.9,580.6,,,99.84
2014,August,20,2,69.3,580.6,290.3,34.6,88.06
2014,August,21,1,35.2,580.6,580.6,35.2,93.94
2014,August,22,1,34.1,580.6,580.6,34.1,94.13
2014,August,23,2,69.8,580.6,290.3,34.9,87.98
2014,August,24,0,0.0,580.6,,,100.0
2014,August,25,0,0.0,580.6,,,100.0
2014,August,26,1,34.2,580.6,580.6,34.2,94.11
2014,August,27,1,34.0,580.6,580.6,34.0,94.14
2014,August,28,1,33.6,580.6,580.6,33.6,94.21
2014,August,29,0,1.3,580.6,,,99.78
2014,August,30,0,0.0,580.6,,,100.0
2014,August,31,1,32.5,580.6,580.6,32.5,94.4
2014,September,1,1,23.5,624.0,624.0,23.5,96.23
2014,September,2,2,55.4,624.0,312.0,27.7,91.12
2014,September,3,1,26.9,624.0,624.0,26.9,95.69
2014,September,4,0,0.0,624.0,,,100.0
2014,September,5,1,24.1,624.0,624.0,24.1,96.14
2014,September,6,0,0.1,624.0,,,99.98
2014,September,7,1,25.6,624.0,624.0,25.6,95.9
2014,September,8,2,54.1,624.0,312.0,27.1,91.33
2014,September,9,2,52.2,624.0,312.0,26.1,91.63
2014,September,10,1,23.6,624.0,624.0,23.6,96.22
2014,September,11,1,30.6,624.0,624.0,30.6,95.1
2014,September,12,4,105.3,624.0,156.0,26.3,83.12
2014,September,13,0,0.0,624.0,,,100.0
2014,September,14,3,79.1,624.0,208.0,26.4,87.32
2014,September,15,1,24.3,624.0,624.0,24.3,96.11
2014,September,16,1,24.2,624.0,624.0,24.2,96.12
2014,September,17,1,30.2,624.0,624.0,30.2,95.16
2014,September,18,2,54.0,624.0,312.0,27.0,91.35
2014,September,19,2,52.8,624.0,312.0,26.4,91.54
2014,September,20,1,27.5,624.0,624.0,27.5,95.59
2014,September,21,0,0.0,624.0,,,100.0
2014,September,22,2,53.0,624.0,312.0,26.5,91.51
2014,September,23,1,23.9,624.0,624.0,23.9,96.17
2014,September,24,1,27.1,624.0,624.0,27.1,95.66
2014,September,25,2,50.6,624.0,312.0,25.3,91.89
2014,September,26,1,28.8,624.0,624.0,28.8,95.38
2014,September,27,0,0.0,624.0,,,100.0
2014,September,28,1,26.8,624.0,624.0,26.8,95.71
2014,September,29,2,53.9,624.0,312.0,26.9,91.36
2014,September,30,1,28.2,624.0,624.0,28.2,95.48
2014,October,1,1,24.9,627.1,627.1,24.9,96.03
2014,October,2,0,2.5,627.1,,,99.6
2014,October,3,2,50.4,627.1,313.6,25.2,91.96
2014,October,4,1,27.2,627.1,627.1,27.2,95.66
2014,October,5,2,51.7,627.1,313.6,25.9,91.76
2014,October,6,1,28.0,627.1,627.1,28.0,95.54
2014,October,7,0,0.7,627.1,,,99.89
2014,October,8,1,26.2,627.1,627.1,26.2,95.82
2014,October,9,0,0.0,627.1,,,100.0
2014,October,10,1,27.4,627.1,627.1,27.4,95.63
2014,October,11,2,54.2,627.1,313.6,27.1,91.36
2014,October,12,1,25.1,627.1,627.1,25.1,96.0
2014,October,13,0,0.3,627.1,,,99.95
2014,October,14,3,76.5,627.1,209.0,25.5,87.8
2014,October,15,1,28.7,627.1,627.1,28.7,95.42
2014,October,16,2,52.9,627.1,313.6,26.4,91.56
2014,October,17,1,28.4,627.1,627.1,28.4,95.47
2014,October,18,0,2.3,627.1,,,99.63
2014,October,19,1,28.8,627.1,627.1,28.8,95.41
2014,October,20,2,51.8,627.1,313.6,25.9,91.74
2014,October,21,1,27.1,627.1,627.1,27.1,95.68
2014,October,22,2,51.2,627.1,313.6,25.6,91.84
2014,October,23,0,2.0,627.1,,,99.68
2014,October,24,0,0.0,627.1,,,100.0
2014,October,25,4,104.2,627.1,156.8,26.1,83.38
2014,October,26,2,52.9,627.1,313.6,26.4,91.56
2014,October,27,0,1.2,627.1,,,99.81
2014,October,28,0,0.0,627.1,,,100.0
2014,October,29,1,26.4,627.1,627.1,26.4,95.79
2014,October,30,1,28.7,627.1,627.1,28.7,95.42
2014,October,31,1,26.5,627.1,627.1,26.5,95.77
2014,November,1,1,27.2,624.0,624.0,27.2,95.64
2014,November,2,4,115.0,624.0,156.0,28.8,81.57
2014,November,3,1,28.1,624.0,624.0,28.1,95.5
2014,November,4,1,28.7,624.0,624.0,28.7,95.4
2014,November,5,1,32.8,624.0,624.0,32.8,94.74
2014,November,6,1,24.8,624.0,624.0,24.8,96.03
2014,November,7,2,55.3,624.0,312.0,27.6,91.14
2014,November,8,2,59.6,624.0,312.0,29.8,90.45
2014,November,9,3,82.3,624.0,208.0,27.4,86.81
2014,November,10,0,1.8,624.0,,,99.71
2014,November,11,0,0.0,624.0,,,100.0
2014,November,12,1,29.0,624.0,624.0,29.0,95.35
2014,November,13,0,0.2,624.0,,,99.97
2014,November,14,1,28.2,624.0,624.0,28.2,95.48
2014,November,15,0,0.0,624.0,,,100.0
2014,November,16,1,32.4,624.0,624.0,32.4,94.81
2014,November,17,3,84.9,624.0,208.0,28.3,86.39
2014,November,18,0,0.3,624.0,,,99.95
2014,November,19,1,30.5,624.0,624.0,30.5,95.11
2014,November,20,2,55.7,624.0,312.0,27.9,91.07
2014,November,21,0,1.1,624.0,,,99.82
2014,November,22,0,0.0,624.0,,,100.0
2014,November,23,2,56.4,624.0,312.0,28.2,90.96
2014,November,24,1,28.7,624.0,624.0,28.7,95.4
2014,November,25,0,0.0,624.0,,,100.0
2014,November,26,1,28.1,624.0,624.0,28.1,95.5
2014,November,27,2,56.9,624.0,312.0,28.4,90.88
2014,November,28,0,0.0,624.0,,,100.0
2014,November,29,0,0.0,624.0,,,100.0
2014,November,30,0,0.0,624.0,,,100.0
2014,December,1,0,1.6,627.1,,,99.74
2014,December,2,0,0.7,627.1,,,99.89
2014,December,3,5,118.9,627.1,125.4,23.8,81.04
2014,December,4,1,24.7,627.1,627.1,24.7,96.06
2014,December,5,2,49.6,627.1,313.6,24.8,92.09
2014,December,6,0,2.5,627.1,,,99.6
2014,December,7,0,0.0,627.1,,,100.0
2014,December,8,1,21.3,627.1,627.1,21.3,96.6
2014,December,9,0,0.7,627.1,,,99.89
2014,December,10,0,0.0,627.1,,,100.0
2014,December,11,3,74.3,627.1,209.0,24.8,88.15
2014,December,12,2,49.4,627.1,313.6,24.7,92.12
2014,December,13,2,50.5,627.1,313.6,25.2,91.95
2014,December,14,3,72.3,627.1,209.0,24.1,88.47
2014,December,15,2,48.0,627.1,313.6,24.0,92.35
2014,December,16,0,0.1,627.1,,,99.98
2014,December,17,0,0.7,627.1,,,99.89
2014,December,18,2,48.5,627.1,313.6,24.2,92.27
2014,December,19,0,0.6,627.1,,,99.9
2014,December,20,0,0.0,627.1,,,100.0
2014,December,21,1,24.5,627.1,627.1,24.5,96.09
2014,December,22,1,23.6,627.1,627.1,23.6,96.24
2014,December,23,0,0.0,627.1,,,100.0
2014,December,24,0,0.0,627.1,,,100.0
2014,December,25,1,20.9,627.1,627.1,20.9,96.67
2014,December,26,0,0.0,627.1,,,100.0
2014,December,27,0,0.0,627.1,,,100.0
2014,December,28,4,95.8,627.1,156.8,23.9,84.72
2014,December,29,2,47.8,627.1,313.6,23.9,92.38
2014,December,30,0,0.0,627.1,,,100.0
2014,December,31,1,26.1,627.1,627.1,26.1,95.84
2015,January,1,4,121.4,603.9,151.0,30.4,79.9
2015,January,2,3,90.5,603.9,201.3,30.2,85.01
2015,January,3,1,25.2,603.9,603.9,25.2,95.83
2015,January,4,2,62.1,603.9,301.9,31.1,89.72
2015,January,5,0,0.0,603.9,,,100.0
2015,January,6,1,30.4,603.9,603.9,30.4,94.97
2015,January,7,0,0.7,603.9,,,99.88
2015,January,8,0,0.0,603.9,,,100.0
2015,January,9,1,29.9,603.9,603.9,29.9,95.05
2015,January,10,0,4.3,603.9,,,99.29
2015,January,11,0,1.7,603.9,,,99.72
2015,January,12,1,27.5,603.9,603.9,27.5,95.45
2015,January,13,2,62.4,603.9,301.9,31.2,89.67
2015,January,14,0,3.1,603.9,,,99.49
2015,January,15,1,32.8,603.9,603.9,32.8,94.57
2015,January,16,2,60.8,603.9,301.9,30.4,89.93
2015,January,17,0,0.5,603.9,,,99.92
2015,January,18,1,33.0,603.9,603.9,33.0,94.54
2015,January,19,1,28.4,603.9,603.9,28.4,95.3
2015,January,20,0,2.4,603.9,,,99.6
2015,January,21,2,60.5,603.9,301.9,30.2,89.98
2015,January,22,0,2.1,603.9,,,99.65
2015,January,23,0,0.0,603.9,,,100.0
2015,January,24,2,60.8,603.9,301.9,30.4,89.93
2015,January,25,2,60.4,603.9,301.9,30.2,90.0
2015,January,26,0,0.1,603.9,,,99.98
2015,January,27,3,92.1,603.9,201.3,30.7,84.75
2015,January,28,1,31.9,603.9,603.9,31.9,94.72
2015,January,29,0,0.0,603.9,,,100.0
2015,January,30,1,29.5,603.9,603.9,29.5,95.12
2015,January,31,1,34.6,603.9,603.9,34.6,94.27
2015,February,1,1,55.6,617.1,617.1,55.6,90.99
2015,February,2,1,57.5,617.1,617.1,57.5,90.68
2015,February,3,0,0.0,617.1,,,100.0
2015,February,4,0,0.0,617.1,,,100.0
2015,February,5,0,0.0,617.1,,,100.0
2015,February,6,1,59.3,617.1,617.1,59.3,90.39
2015,February,7,1,59.1,617.1,617.1,59.1,90.42
2015,February,8,2,117.9,617.1,308.6,59.0,80.89
2015,February,9,0,0.0,617.1,,,100.0
2015,February,10,0,2.8,617.1,,,99.55
2015,February,11,0,0.5,617.1,,,99.92
2015,February,12,5,294.4,617.1,123.4,58.9,52.29
2015,February,13,1,60.3,617.1,617.1,60.3,90.23
2015,February,14,1,57.0,617.1,617.1,57.0,90.76
2015,February,15,2,117.1,617.1,308.6,58.5,81.02
2015,February,16,0,0.0,617.1,,,100.0
2015,February,17,0,0.0,617.1,,,100.0
2015,February,18,0,2.7,617.1,,,99.56
2015,February,19,2,117.1,617.1,308.6,58.5,81.02
2015,February,20,0,0.0,617.1,,,100.0
2015,February,21,0,1.2,617.1,,,99.81
